code,location,infant,time_point,trimmed_seq_depth_bp,assembly_length,campaign
N4_097_012G1,infant_gut,N4_097,12,6939001698,32080109,NIH4
N4_097_027G1,infant_gut,N4_097,27,6973362210,33547033,NIH4
N4_097_034G1,infant_gut,N4_097,34,7564043182,29735173,NIH4
N4_100_007G1,infant_gut,N4_100,7,6354662354,18857693,NIH4
N4_100_009G1,infant_gut,N4_100,9,7499754360,8975690,NIH4
N4_100_011G1,infant_gut,N4_100,11,3412390628,8611305,NIH4
N4_100_013G1,infant_gut,N4_100,13,2717575984,5288766,NIH4
N4_100_014G1,infant_gut,N4_100,14,23956479708,16499987,NIH4
N4_100_017G1,infant_gut,N4_100,17,13886139716,16983607,NIH4
N4_101_012G1,infant_gut,N4_101,12,6409779278,22913236,NIH4
N4_101_015G1,infant_gut,N4_101,15,7135393538,25382175,NIH4
N4_101_017G1,infant_gut,N4_101,17,13166316698,27775629,NIH4
N4_101_027G1,infant_gut,N4_101,27,8454137510,20033892,NIH4
N4_101_038G1,infant_gut,N4_101,38,8320097826,13502943,NIH4
N4_101_042G1,infant_gut,N4_101,42,8491635360,13684120,NIH4
N4_103_020G1,infant_gut,N4_103,20,5780551960,21611515,NIH4
N4_103_028G1,infant_gut,N4_103,28,2786665784,17280799,NIH4
N4_104_010G1,infant_gut,N4_104,10,7905664994,24674144,NIH4
N4_104_013G1,infant_gut,N4_104,13,4194949950,48833811,NIH4
N4_104_021G1,infant_gut,N4_104,21,9940891242,48170854,NIH4
N4_104_027G1,infant_gut,N4_104,27,6903681632,74512899,NIH4
N4_105_007G1,infant_gut,N4_105,7,7404430474,18949129,NIH4
N4_105_010G1,infant_gut,N4_105,10,7644437516,25928236,NIH4
N4_105_011G1,infant_gut,N4_105,11,7934883276,23314893,NIH4
N4_105_016G1,infant_gut,N4_105,16,7461274962,35984122,NIH4
N4_106_009G1,infant_gut,N4_106,9,7956140746,13765174,NIH4
N4_106_010G1,infant_gut,N4_106,10,8970806534,15039262,NIH4
N4_106_011G1,infant_gut,N4_106,11,8077484336,9385166,NIH4
N4_106_028G1,infant_gut,N4_106,28,6061362862,16743345,NIH4
N4_106_051G1,infant_gut,N4_106,51,5846845062,20964754,NIH4
N4_106_059G1,infant_gut,N4_106,59,5284001402,18994293,NIH4
N4_107_023G1,infant_gut,N4_107,23,9566352254,30394287,NIH4
N4_107_026G1,infant_gut,N4_107,26,7460074108,35094886,NIH4
N4_107_030G1,infant_gut,N4_107,30,7980862426,32977606,NIH4
N4_107_034G1,infant_gut,N4_107,34,7052076222,34442601,NIH4
N4_114_006G1,infant_gut,N4_114,6,7173553812,9668876,NIH4
N4_114_009G1,infant_gut,N4_114,9,7042724428,10221031,NIH4
N4_114_015G1,infant_gut,N4_114,15,24670651308,14768927,NIH4
N4_114_019G1,infant_gut,N4_114,19,13495676842,22625727,NIH4
N4_114_025G1,infant_gut,N4_114,25,6117864154,29463188,NIH4
N4_114_030G1,infant_gut,N4_114,30,6309076378,35452501,NIH4
N4_115_006G1,infant_gut,N4_115,6,6214564612,12828066,NIH4
N4_115_009G1,infant_gut,N4_115,9,7983815874,13599066,NIH4
N4_115_014G1,infant_gut,N4_115,14,26373262128,13868909,NIH4
N4_115_019G1,infant_gut,N4_115,19,15759653178,18114919,NIH4
N4_115_024G1,infant_gut,N4_115,24,7971784564,12342607,NIH4
N4_115_030G1,infant_gut,N4_115,30,7300383814,12442337,NIH4
N4_115_034G1,infant_gut,N4_115,34,8325088304,12329949,NIH4
N4_116_008G1,infant_gut,N4_116,8,6738552648,9648390,NIH4
N4_116_010G1,infant_gut,N4_116,10,4638753264,12624761,NIH4
N4_116_013G1,infant_gut,N4_116,13,6555033886,15713497,NIH4
N4_116_019G1,infant_gut,N4_116,19,6554188560,24392724,NIH4
N4_116_025G1,infant_gut,N4_116,25,7220492608,25722363,NIH4
N4_124_007G1,infant_gut,N4_124,7,7451323194,28505638,NIH4
N4_124_009G1,infant_gut,N4_124,9,8335298454,26458321,NIH4
N4_124_011G1,infant_gut,N4_124,11,10019097024,41491039,NIH4
N4_124_011G2,infant_gut,N4_124,11,10341099444,37018636,NIH4
N4_124_031G1,infant_gut,N4_124,31,6670314814,11918974,NIH4
N4_124_033G1,infant_gut,N4_124,33,8083637846,18920204,NIH4
N4_124_037G1,infant_gut,N4_124,37,7185311356,24023985,NIH4
N4_124_039G1,infant_gut,N4_124,39,6374827952,30338281,NIH4
N4_125_008G1,infant_gut,N4_125,8,7204048010,8166362,NIH4
N4_125_011G1,infant_gut,N4_125,11,7254518038,25256970,NIH4
N4_125_015G1,infant_gut,N4_125,15,7692259138,31538838,NIH4
N4_125_018G1,infant_gut,N4_125,18,7457621446,36115278,NIH4
N4_126_007G1,infant_gut,N4_126,7,7826483102,21285313,NIH4
N4_126_010G1,infant_gut,N4_126,10,7331700986,26747722,NIH4
N4_126_013G1,infant_gut,N4_126,13,7632813778,18198378,NIH4
N4_126_016G1,infant_gut,N4_126,16,5846257550,17384236,NIH4
N4_126_019G1,infant_gut,N4_126,19,5233843090,4816588,NIH4
N4_126_022G1,infant_gut,N4_126,22,4313875708,5020409,NIH4
N4_128_007G1,infant_gut,N4_128,7,6144765018,13691749,NIH4
N4_128_010G1,infant_gut,N4_128,10,7764676840,30512206,NIH4
N4_128_010G2,infant_gut,N4_128,10,7343940584,22863613,NIH4
N4_128_012G1,infant_gut,N4_128,12,6867845506,22665346,NIH4
N4_128_016G1,infant_gut,N4_128,16,6576155278,30502309,NIH4
N4_128_030G1,infant_gut,N4_128,30,7644476358,30222791,NIH4
N4_129_012G1,infant_gut,N4_129,12,6064581908,28971465,NIH4
N4_129_016G1,infant_gut,N4_129,16,6724523446,35342276,NIH4
N4_129_029G1,infant_gut,N4_129,29,7094503410,22234496,NIH4
N4_131_006G1,infant_gut,N4_131,6,7447756494,15233430,NIH4
N4_131_009G1,infant_gut,N4_131,9,6542556888,8830505,NIH4
N4_131_015G1,infant_gut,N4_131,15,7110233728,27156853,NIH4
N4_131_023G1,infant_gut,N4_131,23,6838012718,49890619,NIH4
N4_137_005G1,infant_gut,N4_137,5,7244522568,15009685,NIH4
N4_137_010G1,infant_gut,N4_137,10,6398257168,31981627,NIH4
N4_137_012G1,infant_gut,N4_137,12,7977090504,28198373,NIH4
N4_138_005G1,infant_gut,N4_138,5,7771563424,17477038,NIH4
N4_138_008G1,infant_gut,N4_138,8,6132794366,25469923,NIH4
N4_138_010G1,infant_gut,N4_138,10,11515450176,37266999,NIH4
N4_138_012G1,infant_gut,N4_138,12,8197544368,35344941,NIH4
N4_139_007G1,infant_gut,N4_139,7,5627806696,13746743,NIH4
N4_139_013G1,infant_gut,N4_139,13,6811545254,29242280,NIH4
N4_139_027G1,infant_gut,N4_139,27,6701372196,41656247,NIH4
N4_140_016G1,infant_gut,N4_140,16,7266516980,29119078,NIH4
N4_140_020G1,infant_gut,N4_140,20,6414835840,30762649,NIH4
N4_140_034G1,infant_gut,N4_140,34,6631218002,32487505,NIH4
N4_141_008G1,infant_gut,N4_141,8,7459771130,15774637,NIH4
N4_141_013G1,infant_gut,N4_141,13,7593058720,9585282,NIH4
N4_141_020G1,infant_gut,N4_141,20,7328342762,20647050,NIH4
N4_141_037G1,infant_gut,N4_141,37,7710894852,21766532,NIH4
N4_142_008G1,infant_gut,N4_142,8,7588477432,4311114,NIH4
N4_142_013G1,infant_gut,N4_142,13,8267239620,8107569,NIH4
N4_142_020G1,infant_gut,N4_142,20,8110530194,16125192,NIH4
N4_142_036G1,infant_gut,N4_142,36,9506631140,28842949,NIH4
N4_150_014G1,infant_gut,N4_150,14,8307297350,18397452,NIH4
N4_150_018G1,infant_gut,N4_150,18,5834304474,32151777,NIH4
N4_150_021G1,infant_gut,N4_150,21,3989521840,33150972,NIH4
N4_151_006G1,infant_gut,N4_151,6,6932384432,31641289,NIH4
N4_151_014G1,infant_gut,N4_151,14,8204371346,36469248,NIH4
N4_151_017G1,infant_gut,N4_151,17,8671646148,38324693,NIH4
N4_151_021G1,infant_gut,N4_151,21,8490581942,23819264,NIH4
N4_152_006G1,infant_gut,N4_152,6,5387892168,32277693,NIH4
N4_152_014G1,infant_gut,N4_152,14,5365564770,31575899,NIH4
N4_152_018G1,infant_gut,N4_152,18,5567213302,28465098,NIH4
N4_152_021G1,infant_gut,N4_152,21,4108957136,31500021,NIH4
N4_154_006G1,infant_gut,N4_154,6,7742967698,29246195,NIH4
N4_154_009G1,infant_gut,N4_154,9,5030019266,19341242,NIH4
N4_154_013G1,infant_gut,N4_154,13,7588993846,28958629,NIH4
N4_154_020G1,infant_gut,N4_154,20,11595214876,59038358,NIH4
N4_155_006G1,infant_gut,N4_155,6,7922636882,32300070,NIH4
N4_155_009G1,infant_gut,N4_155,9,7366280418,42906273,NIH4
N4_155_013G1,infant_gut,N4_155,13,8142858404,36343584,NIH4
N4_155_020G1,infant_gut,N4_155,20,7360998984,29421485,NIH4
N4_159_015G1,infant_gut,N4_159,15,6498578532,14633297,NIH4
N4_159_024G1,infant_gut,N4_159,24,7133549680,15608715,NIH4
N4_159_031G1,infant_gut,N4_159,31,3058960928,11425142,NIH4
N4_159_039G1,infant_gut,N4_159,39,3504040366,10911884,NIH4
N4_159_053G1,infant_gut,N4_159,53,5857582154,20037857,NIH4
N4_160_010G1,infant_gut,N4_160,10,6189633518,24750012,NIH4
N4_160_024G1,infant_gut,N4_160,24,6520432470,11204996,NIH4
N4_160_039G1,infant_gut,N4_160,39,3890049148,15862538,NIH4
N4_160_053G1,infant_gut,N4_160,53,3730466850,16976219,NIH4
N4_165_025G1,infant_gut,N4_165,25,2099302760,6021558,NIH4
N4_165_037G1,infant_gut,N4_165,37,1430173222,6085473,NIH4
N4_165_051G1,infant_gut,N4_165,51,2567026926,7553140,NIH4
N4_166_020G1,infant_gut,N4_166,20,8842536074,35017104,NIH4
N4_166_027G1,infant_gut,N4_166,27,8309223238,48377760,NIH4
N4_166_061G1,infant_gut,N4_166,61,8169259266,34255987,NIH4
N4_167_020G1,infant_gut,N4_167,20,8577380798,29059903,NIH4
N4_167_027G1,infant_gut,N4_167,27,9319754134,35465505,NIH4
N4_167_066G1,infant_gut,N4_167,66,6440342016,46387265,NIH4
N4_167_072G1,infant_gut,N4_167,72,8722375598,49081944,NIH4
N4_168_017G1,infant_gut,N4_168,17,6085187962,13508106,NIH4
N4_168_021G1,infant_gut,N4_168,21,5517969860,23410625,NIH4
N4_168_023G1,infant_gut,N4_168,23,8004004054,27466758,NIH4
N4_170_007G1,infant_gut,N4_170,7,6588291324,5212113,NIH4
N4_170_009G1,infant_gut,N4_170,9,8843480804,5485896,NIH4
N4_170_012G1,infant_gut,N4_170,12,7048846202,17463443,NIH4
N4_170_016G1,infant_gut,N4_170,16,3957281604,26587146,NIH4
N4_170_019G1,infant_gut,N4_170,19,6493846838,37673528,NIH4
N4_171_005G1,infant_gut,N4_171,5,536636966,21286018,NIH4
N4_171_017G1,infant_gut,N4_171,17,1524214104,10363821,NIH4
N4_171_026G1,infant_gut,N4_171,26,2578529502,9187362,NIH4
N3_176_051G1,infant_gut,N3_176,51,6435259350,52616401,NIH3
N3_177_011G1,infant_gut,N3_177,11,7147124440,25722199,NIH3
N3_177_031G1,infant_gut,N3_177,31,7854447068,32162289,NIH3
N3_177_039G1,infant_gut,N3_177,39,5581115686,47573883,NIH3
N3_177_045G1,infant_gut,N3_177,45,7096361452,35245740,NIH3
N4_179_013G1,infant_gut,N4_179,13,6268140808,17722350,NIH4
N4_179_018G1,infant_gut,N4_179,18,6396626520,27705050,NIH4
N4_179_023G1,infant_gut,N4_179,23,8951754012,50136296,NIH4
N4_179_036G1,infant_gut,N4_179,36,6710220398,27543361,NIH4
N4_179_064G1,infant_gut,N4_179,64,7794894156,31923567,NIH4
N4_180_018G1,infant_gut,N4_180,18,8038060618,24859947,NIH4
N4_180_018G2,infant_gut,N4_180,18,7468308744,23931186,NIH4
N4_180_023G1,infant_gut,N4_180,23,7317906902,35181731,NIH4
N4_180_064G1,infant_gut,N4_180,64,7135504958,38295938,NIH4
N4_188_019G1,infant_gut,N4_188,19,7221590884,11948668,NIH4
N4_188_025G1,infant_gut,N4_188,25,6908421114,14921822,NIH4
N4_188_038G1,infant_gut,N4_188,38,7323484182,45079522,NIH4
N4_188_045G1,infant_gut,N4_188,45,6436171072,37962504,NIH4
N4_189_014G1,infant_gut,N4_189,14,5442292266,30157815,NIH4
N4_189_020G1,infant_gut,N4_189,20,6671781750,31050216,NIH4
N4_189_032G1,infant_gut,N4_189,32,7805658416,42372840,NIH4
N4_189_040G1,infant_gut,N4_189,40,7973273274,47859275,NIH4
N4_205_011G1,infant_gut,N4_205,11,7894933454,16110970,NIH4
N4_205_016G1,infant_gut,N4_205,16,6036176158,24699321,NIH4
N4_205_038G1,infant_gut,N4_205,38,7022010400,40075284,NIH4
N4_205_052G1,infant_gut,N4_205,52,6659551800,33427156,NIH4
N4_206_011G1,infant_gut,N4_206,11,276401368,7689883,NIH4
N4_206_016G1,infant_gut,N4_206,16,7280979250,19051743,NIH4
N4_206_021G1,infant_gut,N4_206,21,6021319054,26140952,NIH4
N4_206_038G1,infant_gut,N4_206,38,6956592678,36876588,NIH4
N4_206_052G1,infant_gut,N4_206,52,3753763954,20440595,NIH4
N4_207_008G1,infant_gut,N4_207,8,6964367108,20947797,NIH4
N4_207_009G1,infant_gut,N4_207,9,6709027476,9391642,NIH4
N4_207_024G1,infant_gut,N4_207,24,6994117354,42432800,NIH4
N4_207_025G1,infant_gut,N4_207,25,7408363282,45283538,NIH4
N4_207_026G1,infant_gut,N4_207,26,7734986776,48012363,NIH4
N4_207_028G1,infant_gut,N4_207,28,6686274028,26207383,NIH4
N4_208_008G1,infant_gut,N4_208,8,6786298966,13290880,NIH4
N4_208_009G1,infant_gut,N4_208,9,4832195718,14120349,NIH4
N4_208_014G1,infant_gut,N4_208,14,6249133730,15029323,NIH4
N4_208_021G1,infant_gut,N4_208,21,7259822096,20205806,NIH4
N4_208_040G1,infant_gut,N4_208,40,6499697938,44907830,NIH4
N4_208_046G1,infant_gut,N4_208,46,6243041000,38448497,NIH4
N4_210_008G1,infant_gut,N4_210,8,5896644166,12522894,NIH4
N4_210_013G1,infant_gut,N4_210,13,6737468270,33201708,NIH4
N4_211_008G1,infant_gut,N4_211,8,6562240034,11794189,NIH4
N4_211_010G1,infant_gut,N4_211,10,7141102274,38179460,NIH4
N4_211_016G1,infant_gut,N4_211,16,6075993012,38317621,NIH4
N4_212_008G1,infant_gut,N4_212,8,5472766266,25930056,NIH4
N4_212_010G1,infant_gut,N4_212,10,6380807574,37124668,NIH4
N4_212_012G1,infant_gut,N4_212,12,6715008600,37747661,NIH4
N4_212_014G1,infant_gut,N4_212,14,8225170774,27861656,NIH4
N4_212_018G1,infant_gut,N4_212,18,6520816750,39828212,NIH4
N4_212_020G1,infant_gut,N4_212,20,6348993798,42660970,NIH4
N4_213_005G1,infant_gut,N4_213,5,7523274250,5401228,NIH4
N4_213_006G1,infant_gut,N4_213,6,6940640086,8211566,NIH4
N4_213_006G2,infant_gut,N4_213,6,7390595608,6597299,NIH4
N4_213_026G1,infant_gut,N4_213,26,9103416838,27841820,NIH4
N4_213_029G1,infant_gut,N4_213,29,8436152082,20718950,NIH4
N4_213_030G1,infant_gut,N4_213,30,6636474828,14622684,NIH4
N4_214_011G1,infant_gut,N4_214,11,6248717280,12954653,NIH4
N4_214_014G1,infant_gut,N4_214,14,8328841700,12071102,NIH4
N4_214_024G1,infant_gut,N4_214,24,6614601406,23700446,NIH4
N5_215_010G1,infant_gut,N5_215,10,124721914,6344900,NIH5
N5_215_012G1,infant_gut,N5_215,12,2038877804,12505137,NIH5
N5_215_020G1,infant_gut,N5_215,20,3118217810,31214808,NIH5
N5_215_024G1,infant_gut,N5_215,24,4310282860,38124311,NIH5
N5_215_032G1,infant_gut,N5_215,32,4729435718,48848673,NIH5
N5_215_040G1,infant_gut,N5_215,40,5962927426,41726196,NIH5
N5_215_050G1,infant_gut,N5_215,50,2515557026,54954847,NIH5
N5_216_012G1,infant_gut,N5_216,12,3635979872,21832143,NIH5
N5_216_013G1,infant_gut,N5_216,13,3293671844,22131467,NIH5
N5_216_022G1,infant_gut,N5_216,22,3170162820,21879882,NIH5
N5_216_027G1,infant_gut,N5_216,27,3529059494,50745804,NIH5
N5_216_032G1,infant_gut,N5_216,32,3091252060,64482886,NIH5
N5_216_039G1,infant_gut,N5_216,39,2031299594,35368097,NIH5
N5_216_046G1,infant_gut,N5_216,46,11363463130,87086969,NIH5
N5_217_005G1,infant_gut,N5_217,5,2738229534,9404249,NIH5
N5_217_014G1,infant_gut,N5_217,14,2783157034,6484694,NIH5
N5_217_027G1,infant_gut,N5_217,27,4324940092,9914282,NIH5
N5_218_008G1,infant_gut,N5_218,8,2778863842,10993502,NIH5
N5_218_017G1,infant_gut,N5_218,17,3778692706,15954854,NIH5
N5_218_024G1,infant_gut,N5_218,24,3899339502,23225988,NIH5
N5_218_034G1,infant_gut,N5_218,34,2342535172,15856413,NIH5
N5_218_043G1,infant_gut,N5_218,43,6100361640,27963794,NIH5
N5_222_024G1,infant_gut,N5_222,24,1865636622,9498401,NIH5
N5_222_045G1,infant_gut,N5_222,45,3193146560,31884498,NIH5
N5_223_009G1,infant_gut,N5_223,9,3403180708,10963034,NIH5
N5_223_020G1,infant_gut,N5_223,20,4732952942,12249636,NIH5
N5_223_028G1,infant_gut,N5_223,28,13391789114,14142851,NIH5
N5_223_049G1,infant_gut,N5_223,49,2972213658,26651796,NIH5
N5_224_008G1,infant_gut,N5_224,8,3372664492,9355208,NIH5
N5_224_013G1,infant_gut,N5_224,13,2984001234,18159949,NIH5
N5_224_028G1,infant_gut,N5_224,28,2221456124,15616150,NIH5
N5_224_045G1,infant_gut,N5_224,45,2377904622,27125500,NIH5
N5_224_052G1,infant_gut,N5_224,52,1252680778,27386954,NIH5
N5_224_065G1,infant_gut,N5_224,65,591432866,26087594,NIH5
N5_224_078G1,infant_gut,N5_224,78,2669099964,47714518,NIH5
N5_225_006G1,infant_gut,N5_225,6,1446842906,9381945,NIH5
N5_225_011G1,infant_gut,N5_225,11,4031614274,25600377,NIH5
N5_225_012G1,infant_gut,N5_225,12,6104050934,32673202,NIH5
N5_225_014G1,infant_gut,N5_225,14,4565848442,32650226,NIH5
N5_225_015G1,infant_gut,N5_225,15,2905228738,26667171,NIH5
N5_225_021G1,infant_gut,N5_225,21,6961812700,35130096,NIH5
N5_225_045G1,infant_gut,N5_225,45,2214465728,17455222,NIH5
N5_225_052G1,infant_gut,N5_225,52,2576980000,24314651,NIH5
N5_226_012G1,infant_gut,N5_226,12,3074943394,5269677,NIH5
N5_226_019G1,infant_gut,N5_226,19,2892806794,5776094,NIH5
N5_226_045G1,infant_gut,N5_226,45,3452240512,19337953,NIH5
N5_227_032G1,infant_gut,N5_227,32,4405294926,5536439,NIH5
N5_227_047G1,infant_gut,N5_227,47,3932542800,11577619,NIH5
N5_227_081G1,infant_gut,N5_227,81,3722784878,33080225,NIH5
N5_227_091G1,infant_gut,N5_227,91,2103982634,21179888,NIH5
N5_228_007G1,infant_gut,N5_228,7,3475780782,12133346,NIH5
N5_228_015G1,infant_gut,N5_228,15,4512843910,15609546,NIH5
N5_228_033G1,infant_gut,N5_228,33,3264716868,35044498,NIH5
N5_229_006G1,infant_gut,N5_229,6,2383261338,17126390,NIH5
N5_229_007G1,infant_gut,N5_229,7,2184559622,15560973,NIH5
N5_229_007G2,infant_gut,N5_229,7,867178042,15040520,NIH5
N5_229_008G1,infant_gut,N5_229,8,3492896052,17214341,NIH5
N5_229_022G1,infant_gut,N5_229,22,3902875570,22233984,NIH5
N5_229_025G1,infant_gut,N5_229,25,3628088696,24923262,NIH5
N5_229_028G1,infant_gut,N5_229,28,2482719438,22542588,NIH5
N5_229_047G1,infant_gut,N5_229,47,3140979060,8382912,NIH5
N5_229_048G1,infant_gut,N5_229,48,2764322842,13962286,NIH5
N5_232_016G1,infant_gut,N5_232,16,2718456016,12717020,NIH5
N5_232_030G1,infant_gut,N5_232,30,2725768534,13953484,NIH5
N5_232_045G1,infant_gut,N5_232,45,2408839158,16030459,NIH5
N5_232_055G1,infant_gut,N5_232,55,4260723624,19837660,NIH5
N5_232_068G1,infant_gut,N5_232,68,2701767582,29752306,NIH5
N5_232_083G1,infant_gut,N5_232,83,3523376186,38188845,NIH5
N5_233_013G1,infant_gut,N5_233,13,2243318600,30623822,NIH5
N5_233_013G2,infant_gut,N5_233,13,1350547548,30772853,NIH5
N5_233_017G1,infant_gut,N5_233,17,3213648698,25268255,NIH5
N5_233_030G1,infant_gut,N5_233,30,4998956422,18870128,NIH5
N5_233_037G1,infant_gut,N5_233,37,4195337718,27615801,NIH5
N5_233_052G1,infant_gut,N5_233,52,3313075748,19107180,NIH5
N5_234_009G1,infant_gut,N5_234,9,135361874,5444673,NIH5
N5_234_015G1,infant_gut,N5_234,15,2302618900,15602032,NIH5
N5_234_020G1,infant_gut,N5_234,20,4552749218,17299496,NIH5
N5_234_028G1,infant_gut,N5_234,28,1987266736,19014968,NIH5
N5_234_030G1,infant_gut,N5_234,30,3585245678,23089317,NIH5
N5_234_037G1,infant_gut,N5_234,37,4392106534,28995763,NIH5
N5_234_050G1,infant_gut,N5_234,50,3557461130,32657131,NIH5
N5_234_064G1,infant_gut,N5_234,64,947166612,13544894,NIH5
N5_234_074G1,infant_gut,N5_234,74,3138269526,20456216,NIH5
N5_235_007G1,infant_gut,N5_235,7,2887263602,4746216,NIH5
N5_235_027G1,infant_gut,N5_235,27,2621176528,12002886,NIH5
N5_235_055G1,infant_gut,N5_235,55,2086025542,24584103,NIH5
N5_238_009G1,infant_gut,N5_238,9,4094994648,9897014,NIH5
N5_238_019G1,infant_gut,N5_238,19,4587333726,16978515,NIH5
N5_238_028G1,infant_gut,N5_238,28,5458308578,19908244,NIH5
N5_239_009G1,infant_gut,N5_239,9,47436720,164565,NIH5
N5_239_026G1,infant_gut,N5_239,26,819256956,7576205,NIH5
N5_239_052G1,infant_gut,N5_239,52,15610294,6328,NIH5
N5_239_064G1,infant_gut,N5_239,64,5301535452,10864601,NIH5
N5_239_080G1,infant_gut,N5_239,80,3331924538,31397252,NIH5
N5_239_086G1,infant_gut,N5_239,86,4113867252,23173078,NIH5
N5_239_121G1,infant_gut,N5_239,121,2575142348,49675711,NIH5
N5_241_010G1,infant_gut,N5_241,10,4489594694,12667756,NIH5
N5_241_040G1,infant_gut,N5_241,40,2674672242,43715554,NIH5
N5_241_068G1,infant_gut,N5_241,68,3072557588,44598980,NIH5
N5_242_011G1,infant_gut,N5_242,11,4202261004,8589210,NIH5
N5_242_023G1,infant_gut,N5_242,23,3144251968,12584489,NIH5
N5_242_050G1,infant_gut,N5_242,50,5200039728,34755657,NIH5
N5_243_005G1,infant_gut,N5_243,5,1567382486,4844167,NIH5
N5_243_015G1,infant_gut,N5_243,15,4676319564,15551529,NIH5
N5_243_023G1,infant_gut,N5_243,23,3827195224,19972688,NIH5
N5_244_008G1,infant_gut,N5_244,8,5150304886,12452577,NIH5
N5_244_014G1,infant_gut,N5_244,14,7418233220,20220101,NIH5
N5_244_025G1,infant_gut,N5_244,25,7169944346,41334943,NIH5
N5_244_032G1,infant_gut,N5_244,32,4239318134,34146916,NIH5
N5_244_042G1,infant_gut,N5_244,42,3470859314,32295260,NIH5
N5_244_051G1,infant_gut,N5_244,51,3891108456,36665077,NIH5
N5_244_063G1,infant_gut,N5_244,63,3157619484,35179941,NIH5
N5_245_010G1,infant_gut,N5_245,10,3296375046,22376099,NIH5
N5_245_025G1,infant_gut,N5_245,25,4549247338,24002314,NIH5
N5_245_037G1,infant_gut,N5_245,37,3123721458,32591879,NIH5
N5_245_055G1,infant_gut,N5_245,55,3409001374,35969610,NIH5
N5_245_072G1,infant_gut,N5_245,72,2229437326,31919073,NIH5
N5_245_091G1,infant_gut,N5_245,91,1787011232,24931714,NIH5
N5_245_104G1,infant_gut,N5_245,104,3167079156,36693449,NIH5
N5_246_011G1,infant_gut,N5_246,11,1983186742,13689602,NIH5
N5_246_014G1,infant_gut,N5_246,14,1277588988,15378401,NIH5
N5_246_015G1,infant_gut,N5_246,15,2603905824,31792003,NIH5
N5_246_018G1,infant_gut,N5_246,18,369950950,24566198,NIH5
N5_246_025G1,infant_gut,N5_246,25,2179837762,41612400,NIH5
N5_247_007G1,infant_gut,N5_247,7,3208071750,5518523,NIH5
N5_247_024G1,infant_gut,N5_247,24,3086615068,32723981,NIH5
N5_247_051G1,infant_gut,N5_247,51,2710521328,29674226,NIH5
N5_248_008G1,infant_gut,N5_248,8,2309497424,10409784,NIH5
N5_248_010G1,infant_gut,N5_248,10,1722034194,12972528,NIH5
N5_248_030G1,infant_gut,N5_248,30,2711238742,32643278,NIH5
N5_248_051G1,infant_gut,N5_248,51,1761113896,37674983,NIH5
N5_249_012G1,infant_gut,N5_249,12,7816918714,19126297,NIH5
N5_249_019G1,infant_gut,N5_249,19,3139843384,18303277,NIH5
N5_249_030G1,infant_gut,N5_249,30,2522088234,20079707,NIH5
N5_249_038G1,infant_gut,N5_249,38,1877556078,22379884,NIH5
N5_249_039G1,infant_gut,N5_249,39,225389806,9855622,NIH5
N5_249_042G1,infant_gut,N5_249,42,5328707126,15536291,NIH5
N5_250_009G1,infant_gut,N5_250,9,4209651902,14814398,NIH5
N5_250_022G1,infant_gut,N5_250,22,7095999206,10553974,NIH5
N5_250_037G1,infant_gut,N5_250,37,2452806596,20212692,NIH5
N5_252_012G1,infant_gut,N5_252,12,3864338696,10793290,NIH5
N5_252_025G1,infant_gut,N5_252,25,6791319396,5118942,NIH5
N5_252_040G1,infant_gut,N5_252,40,6075087738,11820188,NIH5
N5_252_083G1,infant_gut,N5_252,83,6662472240,32157665,NIH5
N5_252_091G1,infant_gut,N5_252,91,3300620524,40775563,NIH5
N5_253_022G1,infant_gut,N5_253,22,2053442250,6773946,NIH5
N5_253_050G1,infant_gut,N5_253,50,3030159052,12988937,NIH5
N5_253_085G1,infant_gut,N5_253,85,3794582932,39453678,NIH5
N5_253_099G1,infant_gut,N5_253,99,4667237168,32685943,NIH5
N5_254_005G1,infant_gut,N5_254,5,2264003230,23207782,NIH5
N5_254_008G1,infant_gut,N5_254,8,3817779664,25315574,NIH5
N5_254_014G1,infant_gut,N5_254,14,1382670164,19135130,NIH5
N5_254_025G1,infant_gut,N5_254,25,9715997338,31141930,NIH5
N5_254_033G1,infant_gut,N5_254,33,3607738640,27258377,NIH5
N5_254_051G1,infant_gut,N5_254,51,2053892142,21609634,NIH5
N5_254_057G1,infant_gut,N5_254,57,2030636630,20384877,NIH5
N5_254_062G1,infant_gut,N5_254,62,1830818548,31910075,NIH5
N5_254_069G1,infant_gut,N5_254,69,943590690,8234889,NIH5
N5_255_008G1,infant_gut,N5_255,8,4831945692,15153465,NIH5
N5_255_018G1,infant_gut,N5_255,18,226829970,6822250,NIH5
N5_255_024G1,infant_gut,N5_255,24,501859660,6291055,NIH5
N5_255_025G1,infant_gut,N5_255,25,6119116358,9019438,NIH5
N5_255_041G1,infant_gut,N5_255,41,3129108396,16471033,NIH5
N5_255_063G1,infant_gut,N5_255,63,5950671998,27187156,NIH5
N5_255_080G1,infant_gut,N5_255,80,1460943392,33546621,NIH5
N5_256_032G1,infant_gut,N5_256,32,2275860778,7115644,NIH5
N5_256_049G1,infant_gut,N5_256,49,3473403248,26939329,NIH5
N5_258_005G1,infant_gut,N5_258,5,2695408246,15055762,NIH5
N5_258_006G1,infant_gut,N5_258,6,2847537970,5512841,NIH5
N5_258_006G2,infant_gut,N5_258,6,6848828442,7135032,NIH5
N5_258_007G1,infant_gut,N5_258,7,2171380178,7323285,NIH5
